[Data: 20/05/17 13:37:20][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 21:21:44][Room.addPlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 21:22:58][Room.RemovePlayer] Jogador '5805' 'JOSEP'; OldSlot: 3; NewSlot: -1
[Data: 20/05/17 21:25:03][Room.addPlayer] Jogador '5805' 'JOSEP'; OldSlot: -1; NewSlot: 3
[Data: 20/05/17 21:25:28][Room.addPlayer] Jogador '5808' 'saasd|||LL'; OldSlot: -1; NewSlot: 4
[Data: 20/05/17 21:25:37][Room.RemovePlayer] Jogador '5808' 'saasd|||LL'; OldSlot: 4; NewSlot: -1
[Data: 20/05/17 21:25:48][Room.RemovePlayer] Jogador '5805' 'JOSEP'; OldSlot: 3; NewSlot: -1
[Data: 20/05/17 21:26:00][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 5; NewSlot: -1
[Data: 20/05/17 21:26:12][Room.SwitchNewSlot] Jogador '5801' 'HouseR3D23'; OldSlot: 2; NewSlot: 3
[Data: 20/05/17 21:26:16][Room.RemovePlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 21:27:51][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 21:27:53][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 21:27:59][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 21:28:01][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 21:28:20][Room.addPlayer] Jogador '5805' 'JOSEP'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 21:28:26][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 2
[Data: 20/05/17 21:35:51][Room.RemovePlayer] Jogador '5805' 'JOSEP'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 21:44:53][Room.addPlayer] Jogador '5805' 'JOSEP'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 21:47:09][Room.SwitchNewSlot] Jogador '5801' 'HouseR3D23'; OldSlot: 3; NewSlot: 4
[Data: 20/05/17 21:47:11][Room.SwitchNewSlot] Jogador '5801' 'HouseR3D23'; OldSlot: 4; NewSlot: 1
[Data: 20/05/17 21:47:43][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 2; NewSlot: -1
[Data: 20/05/17 21:47:54][Room.RemovePlayer] Jogador '5780' 'SHELBY_1919'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 21:47:56][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 21:48:01][Room.addPlayer] Jogador '5780' 'SHELBY_1919'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 21:48:01][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 2
[Data: 20/05/17 21:48:08][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 3
[Data: 20/05/17 21:49:58][Room.RemovePlayer] Jogador '5805' 'JOSEP'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 21:51:48][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 3; NewSlot: -1
[Data: 20/05/17 21:52:56][Room.SwitchNewSlot] Jogador '5801' 'HouseR3D23'; OldSlot: 2; NewSlot: 3
[Data: 20/05/17 21:52:59][Room.SwitchNewSlot] Jogador '5801' 'HouseR3D23'; OldSlot: 3; NewSlot: 0
[Data: 20/05/17 21:55:35][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 21:55:45][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 21:56:04][Room.RemovePlayer] Jogador '5780' 'SHELBY_1919'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 21:56:10][Room.addPlayer] Jogador '5780' 'SHELBY_1919'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 21:57:01][Room.SwitchNewSlot] Jogador '5780' 'SHELBY_1919'; OldSlot: 1; NewSlot: 2
[Data: 20/05/17 22:00:42][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 22:00:49][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 22:04:19][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:04:59][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:05:01][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:06:14][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:06:20][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:06:21][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:06:41][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:09:44][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:09:47][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:11:56][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:11:58][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:12:13][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:12:33][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:12:37][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:12:43][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 22:24:20][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 22:24:43][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:27:44][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:27:45][Room.addPlayer] Jogador '5813' 'f0rest'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:27:53][ROOM_CHANGE_TEAM_REC] Jogador '5813' 'f0rest'; NewSlot: 1
[Data: 20/05/17 22:28:15][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 22:28:28][Room.addPlayer] Jogador '5812' 'riihzao'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 22:35:12][ROOM_CHANGE_TEAM_REC] Jogador '5813' 'f0rest'; NewSlot: 0
[Data: 20/05/17 22:35:12][ROOM_CHANGE_TEAM_REC] Jogador '5812' 'riihzao'; NewSlot: 1
[Data: 20/05/17 22:35:14][Room.RemovePlayer] Jogador '5812' 'riihzao'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 22:35:24][Room.RemovePlayer] Jogador '5813' 'f0rest'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 22:35:29][Room.addPlayer] Jogador '5813' 'f0rest'; OldSlot: -1; NewSlot: 2
[Data: 20/05/17 22:35:32][Room.RemovePlayer] Jogador '5813' 'f0rest'; OldSlot: 2; NewSlot: -1
[Data: 20/05/17 22:53:20][Room.addPlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 23:00:56][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 23:01:03][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 23:01:16][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 23:01:30][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 23:01:38][Room.addPlayer] Jogador '5801' 'HouseR3D23'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 23:01:43][Room.RemovePlayer] Jogador '5801' 'HouseR3D23'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 23:04:10][Room.RemovePlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 23:04:23][Room.addPlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 23:04:26][Room.RemovePlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 23:04:48][Room.addPlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 23:11:01][Room.RemovePlayer] Jogador '5780' 'SHELBY_1919'; OldSlot: 2; NewSlot: -1
[Data: 20/05/17 23:17:45][Room.addPlayer] Jogador '5760' 'GM CJonaas'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 23:23:26][Room.RemovePlayer] Jogador '5760' 'GM CJonaas'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 23:23:29][Room.RemovePlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 23:23:49][Room.addPlayer] Jogador '5760' 'GM CJonaas'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 23:23:57][Room.addPlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 23:24:12][Room.RemovePlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 23:24:30][Room.RemovePlayer] Jogador '5760' 'GM CJonaas'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 23:26:45][Room.addPlayer] Jogador '5760' 'GM CJonaas'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 23:27:04][Room.addPlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 23:27:10][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 2
[Data: 20/05/17 23:27:59][AllUtils.TryBalancePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 2; NewSlot: 2
[Data: 20/05/17 23:30:10][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 3; NewSlot: -1
[Data: 20/05/17 23:35:00][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 2
[Data: 20/05/17 23:35:07][AllUtils.TryBalancePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 2; NewSlot: 2
[Data: 20/05/17 23:39:37][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 3; NewSlot: -1
[Data: 20/05/17 23:39:40][Room.RemovePlayer] Jogador '5760' 'GM CJonaas'; OldSlot: 0; NewSlot: -1
[Data: 20/05/17 23:39:43][Room.RemovePlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 23:39:51][Room.addPlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: -1; NewSlot: 0
[Data: 20/05/17 23:39:54][Room.addPlayer] Jogador '5760' 'GM CJonaas'; OldSlot: -1; NewSlot: 1
[Data: 20/05/17 23:39:55][Room.addPlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: -1; NewSlot: 2
[Data: 20/05/17 23:39:57][Room.SwitchNewSlot] Jogador '5760' 'GM CJonaas'; OldSlot: 1; NewSlot: 4
[Data: 20/05/17 23:39:59][Room.SwitchNewSlot] Jogador '5794' 'zMarcosRajada'; OldSlot: 2; NewSlot: 1
[Data: 20/05/17 23:54:01][Room.RemovePlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: 1; NewSlot: -1
[Data: 20/05/17 23:54:05][Room.addPlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: -1; NewSlot: 1
[Data: 20/05/18 00:06:21][Room.RemovePlayer] Jogador '5794' 'zMarcosRajada'; OldSlot: 1; NewSlot: -1
[Data: 20/05/18 00:06:30][Room.RemovePlayer] Jogador '5760' 'GM CJonaas'; OldSlot: 4; NewSlot: -1
[Data: 20/05/18 00:06:36][Room.addPlayer] Jogador '5760' 'GM CJonaas'; OldSlot: -1; NewSlot: 1
[Data: 20/05/18 00:07:42][Room.RemovePlayer] Jogador '5759' 'GM DeadzoneV5'; OldSlot: 0; NewSlot: -1
[Data: 20/05/18 00:07:53][Room.RemovePlayer] Jogador '5760' 'GM CJonaas'; OldSlot: 1; NewSlot: -1
